fname,labels,is_valid
004102.jpg,train,True
004105.jpg,chair sofa pottedplant,True
004106.jpg,tvmonitor chair sofa,False
004108.jpg,car,True
004110.jpg,person bottle,True
004111.jpg,tvmonitor person chair,False
004113.jpg,dog,True
004117.jpg,horse person,True
004120.jpg,bus,False
004121.jpg,pottedplant person,False
004122.jpg,person,True
004129.jpg,cat,False
004131.jpg,bird,False
004133.jpg,person,False
004135.jpg,aeroplane,True
004136.jpg,bicycle person car bus,False
004137.jpg,dog person,False
004138.jpg,person,False
004140.jpg,bicycle bottle,False
004141.jpg,cow person,True
004142.jpg,dog person sofa chair,True
004143.jpg,bird,True
004145.jpg,motorbike car person,True
004146.jpg,horse,False
004148.jpg,tvmonitor,True
004149.jpg,cat diningtable chair,False
004150.jpg,cat tvmonitor,True
004152.jpg,bottle,False
004158.jpg,bottle person,False
004163.jpg,tvmonitor,False
004164.jpg,chair tvmonitor sofa,False
004168.jpg,horse person,False
004169.jpg,person,False
004170.jpg,boat person,False
004171.jpg,bird,False
004174.jpg,bus,True
004178.jpg,dog,True
004185.jpg,cat,True
004186.jpg,bus car,True
004189.jpg,dog,False
004190.jpg,tvmonitor,False
004191.jpg,motorbike person,True
004192.jpg,tvmonitor,True
004193.jpg,tvmonitor bottle chair,True
004194.jpg,boat,True
004195.jpg,horse person,True
004196.jpg,aeroplane,False
004200.jpg,cow,False
004201.jpg,person chair,False
004203.jpg,car,True
004204.jpg,bird,True
004205.jpg,person,True
004209.jpg,dog person,False
004212.jpg,cat pottedplant,True
004215.jpg,motorbike,False
004220.jpg,bird,False
004221.jpg,bird,False
004223.jpg,person,False
004224.jpg,aeroplane person,False
004228.jpg,car,False
004229.jpg,motorbike person,True
004230.jpg,person,True
004231.jpg,car tvmonitor person,False
004232.jpg,dog person,False
004237.jpg,tvmonitor person,False
004239.jpg,sheep,True
004241.jpg,boat,False
004242.jpg,car,False
004244.jpg,car person,False
004246.jpg,person boat,True
004247.jpg,bird,False
004253.jpg,chair diningtable,False
004255.jpg,motorbike,False
004256.jpg,train,False
004257.jpg,person chair,True
004258.jpg,boat person,True
004259.jpg,sofa chair person,True
004263.jpg,bird,False
004264.jpg,dog,True
004265.jpg,person,True
004269.jpg,person,False
004270.jpg,person chair,False
004271.jpg,bird,False
004272.jpg,dog,False
004273.jpg,person,False
004274.jpg,tvmonitor pottedplant,True
004275.jpg,motorbike person pottedplant,True
004279.jpg,bottle person diningtable,True
004280.jpg,bottle,False
004281.jpg,train person,False
004283.jpg,motorbike,False
004284.jpg,car,True
004286.jpg,aeroplane,True
004287.jpg,person cat,False
004291.jpg,bottle person,False
004292.jpg,pottedplant person,False
004293.jpg,dog,True
004295.jpg,car,True
004296.jpg,diningtable bottle person,False
004298.jpg,dog sofa person,True
004300.jpg,motorbike,False
004303.jpg,bus car,False
004304.jpg,car person,True
004307.jpg,horse,False
004310.jpg,cat chair,True
004312.jpg,sheep,True
004315.jpg,train,False
004318.jpg,dog,False
004321.jpg,motorbike person,True
004322.jpg,bottle person,False
004323.jpg,horse person,True
004325.jpg,boat,False
004326.jpg,bird,True
004327.jpg,dog person,False
004329.jpg,car person,True
004331.jpg,tvmonitor,True
004333.jpg,bottle,False
004338.jpg,motorbike,False
004339.jpg,horse person,False
004341.jpg,tvmonitor,True
004345.jpg,cat,False
004346.jpg,car person,True
004347.jpg,bird,False
004349.jpg,bird,True
004351.jpg,aeroplane,True
004352.jpg,dog,True
004354.jpg,train,True
004356.jpg,person bicycle,True
004359.jpg,person bicycle,False
004360.jpg,person,False
004361.jpg,motorbike person,False
004364.jpg,sofa pottedplant chair,True
004365.jpg,car,False
004367.jpg,car,False
004368.jpg,cow,True
004369.jpg,sofa,True
004370.jpg,bottle person,False
004371.jpg,boat,False
004372.jpg,horse person,False
004376.jpg,cat,False
004379.jpg,aeroplane,False
004380.jpg,motorbike person,True
004384.jpg,car person,True
004386.jpg,car train,False
004387.jpg,boat bus car person,False
004389.jpg,horse person,False
004390.jpg,aeroplane,True
004391.jpg,aeroplane,False
004392.jpg,chair pottedplant person,False
004396.jpg,aeroplane,True
004397.jpg,person,True
004404.jpg,cat person,False
004405.jpg,diningtable chair,True
004409.jpg,dog,True
004411.jpg,train,True
004421.jpg,chair diningtable,True
004423.jpg,sheep,True
004424.jpg,person,True
004429.jpg,car bicycle,True
004430.jpg,bicycle,True
004432.jpg,cat,True
004433.jpg,dog person pottedplant,True
004434.jpg,dog,False
004436.jpg,train,False
004437.jpg,train person,True
004438.jpg,dog person tvmonitor,True
004439.jpg,car,False
004441.jpg,cow,False
004446.jpg,cat pottedplant,True
004450.jpg,horse,True
004452.jpg,aeroplane,False
004455.jpg,cat pottedplant,True
004457.jpg,person,True
004459.jpg,person aeroplane,True
004463.jpg,motorbike person,True
004464.jpg,dog person boat,True
004466.jpg,person bottle,True
004468.jpg,bottle,True
004470.jpg,aeroplane person,False
004471.jpg,person,False
004474.jpg,cow,True
004479.jpg,person bottle,False
004481.jpg,car person,False
004484.jpg,chair diningtable pottedplant,False
004487.jpg,horse person,True
004488.jpg,car,True
004490.jpg,sheep,True
004493.jpg,bottle diningtable,True
004494.jpg,car person,True
004495.jpg,person bottle,True
004496.jpg,chair person,False
004498.jpg,boat,True
004499.jpg,sofa person,True
004500.jpg,cow,False
004502.jpg,cat,False
004507.jpg,motorbike,True
004508.jpg,bottle person,False
004509.jpg,bicycle person,True
004510.jpg,tvmonitor chair,False
004512.jpg,dog person chair,True
004514.jpg,tvmonitor,False
004517.jpg,person,False
004518.jpg,person,True
004519.jpg,car,False
004520.jpg,person,False
004524.jpg,bird,False
004526.jpg,car,False
004527.jpg,sheep,True
004528.jpg,person aeroplane,True
004530.jpg,bus person,True
004532.jpg,boat,True
004535.jpg,horse person,True
004537.jpg,horse cow person,False
004539.jpg,car,True
004540.jpg,sofa,False
004542.jpg,person sofa,True
004544.jpg,bus car,False
004548.jpg,dog,False
004549.jpg,tvmonitor chair sofa,False
004551.jpg,dog,False
004552.jpg,bus,True
004553.jpg,horse person,False
004555.jpg,aeroplane,True
004558.jpg,pottedplant,True
004562.jpg,person sofa,False
004563.jpg,car person,False
004565.jpg,dog,False
004566.jpg,cat,False
004570.jpg,aeroplane,False
004571.jpg,cow person,False
004574.jpg,chair person,True
004576.jpg,car,False
004579.jpg,train,False
004581.jpg,bus car,True
004584.jpg,sofa,False
004585.jpg,cow,True
004587.jpg,dog,False
004588.jpg,person bottle,True
004591.jpg,train car,False
004592.jpg,boat,True
004595.jpg,dog person,False
004597.jpg,chair,False
004600.jpg,cat,True
004601.jpg,motorbike person,True
004604.jpg,car person motorbike,False
004605.jpg,bicycle person,False
004606.jpg,aeroplane,True
004607.jpg,sofa chair person,False
004609.jpg,dog person,True
004611.jpg,person diningtable chair,False
004612.jpg,bird,False
004618.jpg,car,True
004622.jpg,person bicycle,False
004623.jpg,bird,False
004625.jpg,horse,False
004626.jpg,train,True
004627.jpg,train,False
004628.jpg,cat,False
004630.jpg,person bus,True
004631.jpg,chair person pottedplant,False
004632.jpg,dog,True
004634.jpg,horse,False
004636.jpg,bird,False
004643.jpg,aeroplane,False
004644.jpg,dog,False
004647.jpg,motorbike person,True
004648.jpg,person bus,False
004649.jpg,train,True
004651.jpg,boat,False
004652.jpg,tvmonitor,True
004653.jpg,person,True
004654.jpg,cat chair,True
004655.jpg,chair diningtable,True
004656.jpg,horse person,False
004660.jpg,car person,True
004662.jpg,horse person,True
004671.jpg,bottle,False
004672.jpg,bicycle person,True
004673.jpg,bicycle person,True
004674.jpg,aeroplane,True
004675.jpg,train,False
004676.jpg,bicycle person,True
004679.jpg,person dog,False
004682.jpg,pottedplant,True
004683.jpg,cat,False
004685.jpg,person,False
004686.jpg,horse person cow,False
004687.jpg,motorbike person car,False
004689.jpg,train,True
004691.jpg,train car,False
004692.jpg,chair person dog,True
004693.jpg,train person,False
004694.jpg,person motorbike,False
004699.jpg,pottedplant person,True
004701.jpg,bottle,False
004702.jpg,bird,False
004705.jpg,bus car,False
004706.jpg,person bicycle,False
004707.jpg,pottedplant person,True
004708.jpg,cat sofa,True
004710.jpg,bottle,False
004714.jpg,sofa chair pottedplant,False
004715.jpg,person,False
004718.jpg,bottle person,False
004719.jpg,bus car,True
004722.jpg,horse person,True
004723.jpg,person,False
004727.jpg,bus car person,True
004732.jpg,chair person,True
004735.jpg,chair,False
004737.jpg,dog,False
004742.jpg,diningtable bottle pottedplant chair person,False
004743.jpg,cat,False
004746.jpg,train,True
004747.jpg,car,False
004748.jpg,aeroplane car,False
004750.jpg,person motorbike car,True
004753.jpg,chair person bottle,False
004754.jpg,tvmonitor sofa,False
004760.jpg,dog person,False
004761.jpg,person bicycle,True
004768.jpg,sheep,True
004770.jpg,person,True
004773.jpg,diningtable chair tvmonitor,False
004776.jpg,train,False
004777.jpg,dog,True
004779.jpg,car person,False
004782.jpg,bicycle person,False
004783.jpg,bird,False
004785.jpg,diningtable chair,True
004786.jpg,car,True
004788.jpg,horse person,True
004789.jpg,horse person,True
004790.jpg,person,False
004792.jpg,cat,False
004793.jpg,car,False
004794.jpg,bird,False
004796.jpg,motorbike person,True
004797.jpg,bicycle person,False
004799.jpg,bird,False
004801.jpg,person,False
004805.jpg,motorbike car,True
004808.jpg,car,False
004812.jpg,aeroplane person,True
004814.jpg,cat,True
004815.jpg,horse person,False
004816.jpg,dog,True
004818.jpg,chair,True
004823.jpg,car,False
004825.jpg,pottedplant,True
004826.jpg,cow person,True
004828.jpg,person car,False
004830.jpg,car person,False
004831.jpg,person,True
004832.jpg,cat person,False
004834.jpg,person horse,True
004836.jpg,motorbike,False
004837.jpg,sofa chair,False
004839.jpg,boat,True
004840.jpg,motorbike person,True
004841.jpg,aeroplane,False
004842.jpg,sheep,False
004846.jpg,sofa person,False
004848.jpg,bird,False
004849.jpg,train,False
004850.jpg,car,True
004852.jpg,person,True
004856.jpg,cat,True
004857.jpg,person diningtable chair,False
004859.jpg,person chair,True
004863.jpg,car,True
004866.jpg,cat,True
004867.jpg,train,True
004868.jpg,person diningtable tvmonitor,True
004869.jpg,bird,False
004872.jpg,horse person,True
004873.jpg,car,False
004876.jpg,bird,False
004878.jpg,cat sofa,True
004879.jpg,bicycle person,False
004882.jpg,motorbike person,False
004885.jpg,boat,False
004886.jpg,person bottle,True
004890.jpg,car,True
004895.jpg,pottedplant,True
004896.jpg,aeroplane,True
004897.jpg,person,False
004898.jpg,person pottedplant,False
004902.jpg,horse person,False
004903.jpg,sofa car,True
004905.jpg,aeroplane,False
004907.jpg,cat,False
004910.jpg,bus,False
004911.jpg,train,False
004912.jpg,bicycle chair,True
004913.jpg,person,False
004916.jpg,person bottle tvmonitor,True
004926.jpg,bottle chair sofa diningtable,True
004928.jpg,person,True
004929.jpg,dog,False
004931.jpg,boat person,True
004935.jpg,person horse,True
004936.jpg,bicycle,True
004938.jpg,sofa,True
004939.jpg,pottedplant chair person,True
004943.jpg,bottle diningtable person,True
004946.jpg,person car,False
004948.jpg,pottedplant,True
004950.jpg,horse person,True
004951.jpg,train,False
004953.jpg,bicycle person bus,True
004954.jpg,sheep person,True
004955.jpg,cat tvmonitor,False
004956.jpg,tvmonitor chair,True
004958.jpg,boat,False
004960.jpg,pottedplant,True
004961.jpg,car,False
004962.jpg,car,False
004963.jpg,cat,True
004966.jpg,bird,False
004967.jpg,motorbike,True
004968.jpg,horse person,False
004972.jpg,bird,False
004973.jpg,car,False
004974.jpg,bird,False
004976.jpg,person diningtable,False
004977.jpg,dog person,True
004982.jpg,aeroplane,True
004983.jpg,bicycle car,True
004984.jpg,chair,False
004985.jpg,cat person,True
004986.jpg,chair,True
004987.jpg,person,False
004990.jpg,sofa person,False
004991.jpg,diningtable pottedplant chair,False
004992.jpg,dog,False
004994.jpg,person chair,True
004995.jpg,horse person,False
004997.jpg,train,True
004998.jpg,cat,True
004999.jpg,dog,True
005001.jpg,sheep,False
005003.jpg,car,True
005004.jpg,sofa,False
005006.jpg,bird,False
005007.jpg,tvmonitor,False
005014.jpg,person chair,True
005016.jpg,aeroplane,False
005018.jpg,dog,False
005020.jpg,car,False
005023.jpg,bird,False
005024.jpg,person,False
005026.jpg,bus,False
005027.jpg,person chair tvmonitor,False
005028.jpg,car,True
005029.jpg,bicycle person,False
005032.jpg,train,False
005033.jpg,bird,False
005036.jpg,cow person,True
005037.jpg,person,True
005039.jpg,person,True
005042.jpg,bicycle person,True
005045.jpg,person,False
005047.jpg,car,False
005052.jpg,person bottle,False
005054.jpg,person,True
005055.jpg,sofa diningtable chair,True
005056.jpg,dog,True
005057.jpg,bicycle person,False
005058.jpg,sheep,False
005061.jpg,diningtable pottedplant person,False
005062.jpg,dog,True
005063.jpg,cow person,True
005064.jpg,bicycle person,True
005065.jpg,car,False
005067.jpg,car,True
005068.jpg,car bus,False
005071.jpg,car,False
005072.jpg,car,True
005073.jpg,boat,False
005077.jpg,train,True
005078.jpg,cat,False
005079.jpg,aeroplane,True
005081.jpg,horse dog person,True
005084.jpg,bird,False
005085.jpg,diningtable chair,True
005086.jpg,chair person diningtable,False
005090.jpg,bus person car,False
005093.jpg,motorbike person,False
005094.jpg,train horse,False
005097.jpg,dog sofa person,False
005101.jpg,chair cat,False
005102.jpg,person car,True
005104.jpg,tvmonitor sofa cat,True
005107.jpg,bicycle person,False
005108.jpg,aeroplane boat,False
005110.jpg,car,True
005111.jpg,person,True
005114.jpg,person horse cow,False
005116.jpg,motorbike person,True
005121.jpg,dog,False
005122.jpg,bicycle person bottle,False
005124.jpg,cow person,False
005128.jpg,boat,True
005129.jpg,chair pottedplant person,False
005130.jpg,bird,False
005131.jpg,cat,True
005134.jpg,person,False
005135.jpg,sofa chair,True
005136.jpg,train,True
005138.jpg,bird,False
005143.jpg,pottedplant,False
005144.jpg,person,True
005145.jpg,pottedplant horse,True
005146.jpg,bicycle person,True
005150.jpg,bicycle boat,True
005153.jpg,chair tvmonitor,False
005156.jpg,motorbike person car,False
005159.jpg,car person,True
005160.jpg,chair diningtable tvmonitor person pottedplant bottle,True
005161.jpg,person horse,True
005168.jpg,train,False
005169.jpg,cat car,False
005171.jpg,boat,False
005173.jpg,motorbike person,False
005175.jpg,aeroplane,True
005176.jpg,person,True
005177.jpg,sofa,False
005179.jpg,sofa,True
005181.jpg,boat,False
005183.jpg,cat pottedplant,False
005185.jpg,sofa dog,True
005186.jpg,chair sofa pottedplant,False
005189.jpg,person,False
005190.jpg,person pottedplant,False
005191.jpg,diningtable chair,False
005195.jpg,bottle person diningtable chair,True
005199.jpg,car,True
005202.jpg,bird,False
005203.jpg,dog sofa,False
005208.jpg,person,False
005209.jpg,car,True
005210.jpg,tvmonitor,True
005212.jpg,motorbike chair sofa,True
005214.jpg,train,True
005215.jpg,motorbike,False
005217.jpg,boat,False
005219.jpg,person,False
005220.jpg,person,True
005222.jpg,cat person,True
005223.jpg,sheep,False
005224.jpg,pottedplant,True
005229.jpg,person,True
005230.jpg,person bicycle,True
005231.jpg,dog person sofa,False
005236.jpg,person horse,False
005239.jpg,person,True
005242.jpg,bottle diningtable person sofa,True
005244.jpg,train,False
005245.jpg,person bottle diningtable,False
005246.jpg,bird,False
005248.jpg,person horse,True
005253.jpg,bird,True
005254.jpg,dog,True
005257.jpg,person boat,False
005258.jpg,motorbike,False
005259.jpg,car,False
005260.jpg,person motorbike,False
005262.jpg,car bus,False
005263.jpg,sofa,True
005264.jpg,bird,True
005267.jpg,train,True
005268.jpg,bicycle person,True
005269.jpg,train person,False
005270.jpg,cat,True
005273.jpg,car person bicycle,False
005274.jpg,dog person,True
005278.jpg,horse person,True
005281.jpg,bicycle person,True
005283.jpg,person,False
005285.jpg,bird,False
005288.jpg,sheep,False
005290.jpg,aeroplane,False
005292.jpg,sofa,False
005293.jpg,dog,True
005297.jpg,person,False
005298.jpg,person,True
005303.jpg,dog person,False
005304.jpg,bottle person,False
005305.jpg,car,True
005306.jpg,person horse,True
005307.jpg,cat person,False
005310.jpg,person,False
005311.jpg,person diningtable,False
005312.jpg,cat,True
005314.jpg,motorbike,True
005315.jpg,bicycle person,True
005318.jpg,car,False
005319.jpg,sheep,True
005320.jpg,boat,True
005325.jpg,boat,True
005326.jpg,person cow,True
005327.jpg,sofa person dog,False
005328.jpg,bird,True
005331.jpg,horse person car,True
005336.jpg,sofa person,False
005337.jpg,boat,False
005338.jpg,bird,False
005340.jpg,boat,True
005343.jpg,person,True
005344.jpg,bicycle person,False
005345.jpg,bottle diningtable chair,False
005346.jpg,pottedplant person sofa,True
005348.jpg,person,True
005349.jpg,tvmonitor chair,True
005350.jpg,car,True
005351.jpg,horse person,False
005352.jpg,dog,True
005355.jpg,train,True
005358.jpg,aeroplane boat,False
005360.jpg,train,False
005363.jpg,sheep,False
005365.jpg,dog,True
005367.jpg,bottle,True
005368.jpg,bicycle person,False
005369.jpg,boat,False
005370.jpg,boat,True
005371.jpg,bird person,True
005373.jpg,car,False
005374.jpg,person bus,False
005378.jpg,chair,True
005379.jpg,dog,True
005380.jpg,chair cat,True
005383.jpg,person,True
005384.jpg,train person,True
005385.jpg,bottle person sofa,True
005387.jpg,bus car,False
005388.jpg,bottle,False
005389.jpg,train,False
005391.jpg,aeroplane,False
005393.jpg,aeroplane,True
005395.jpg,sheep,True
005396.jpg,tvmonitor person,False
005397.jpg,sofa chair,True
005398.jpg,motorbike person,True
005404.jpg,cow,False
005405.jpg,person,False
005406.jpg,aeroplane,False
005407.jpg,train,True
005408.jpg,dog,False
005410.jpg,person bicycle,False
005413.jpg,person boat,False
005414.jpg,motorbike person,False
005416.jpg,dog,True
005417.jpg,person,False
005418.jpg,cow,True
005419.jpg,horse person,True
005420.jpg,boat,False
005421.jpg,person,True
005423.jpg,car,True
005424.jpg,bicycle person,False
005429.jpg,bicycle person,True
005430.jpg,bottle bicycle person,True
005431.jpg,boat,True
005433.jpg,dog sofa,False
005434.jpg,cat chair,True
005436.jpg,motorbike,True
005438.jpg,chair sofa,True
005439.jpg,sofa chair person,True
005440.jpg,train,False
005441.jpg,bottle person,True
005445.jpg,cat,False
005448.jpg,bus person motorbike,False
005450.jpg,person,False
005451.jpg,person diningtable,False
005453.jpg,dog horse,False
005454.jpg,tvmonitor chair,True
005455.jpg,cat,False
005457.jpg,car person,False
005461.jpg,horse person,True
005465.jpg,aeroplane chair,True
005467.jpg,bottle person diningtable,False
005469.jpg,sheep,True
005470.jpg,cat,True
005471.jpg,chair person bottle,True
005475.jpg,person car,True
005478.jpg,sofa person,False
005481.jpg,train car,True
005483.jpg,car,False
005485.jpg,bird person,True
005486.jpg,car,True
005487.jpg,aeroplane person,False
005489.jpg,car,False
005496.jpg,boat person,False
005497.jpg,dog,True
005499.jpg,car person,False
005507.jpg,bicycle person,True
005508.jpg,person chair,False
005509.jpg,aeroplane person car,False
005510.jpg,sofa,True
005511.jpg,horse person,False
005514.jpg,cow,False
005515.jpg,pottedplant,False
005517.jpg,chair pottedplant tvmonitor,True
005518.jpg,dog,True
005519.jpg,cat,False
005521.jpg,diningtable,True
005522.jpg,person,True
005524.jpg,dog sofa,False
005526.jpg,tvmonitor person,False
005527.jpg,person,False
005530.jpg,bus,True
005531.jpg,chair pottedplant diningtable,True
005535.jpg,dog,True
005536.jpg,car person,False
005539.jpg,cat,True
005541.jpg,person bottle,False
005542.jpg,person,False
005544.jpg,train,False
005547.jpg,cow car person,False
005549.jpg,car,True
005550.jpg,horse person,True
005552.jpg,person motorbike,True
005554.jpg,bicycle person,True
005559.jpg,cat,True
005563.jpg,tvmonitor person bottle,False
005566.jpg,car,False
005568.jpg,horse,False
005573.jpg,person sofa,True
005574.jpg,aeroplane person,False
005576.jpg,train,True
005577.jpg,car,True
005579.jpg,cat,False
005582.jpg,person,False
005583.jpg,person,True
005584.jpg,car,True
005585.jpg,person car,False
005586.jpg,cat,True
005588.jpg,car,True
005590.jpg,cat,True
005591.jpg,diningtable chair,False
005592.jpg,car,False
005593.jpg,car person,True
005599.jpg,bicycle person,False
005600.jpg,aeroplane person,False
005601.jpg,dog,False
005603.jpg,bird,False
005605.jpg,tvmonitor chair sofa pottedplant bottle,False
005606.jpg,bottle person,True
005608.jpg,motorbike person,True
005609.jpg,car,False
005611.jpg,horse person,False
005613.jpg,person dog,True
005614.jpg,boat,True
005615.jpg,motorbike person,True
005618.jpg,tvmonitor chair person,True
005620.jpg,aeroplane,True
005624.jpg,bird,False
005625.jpg,bird,False
005629.jpg,chair diningtable,True
005630.jpg,cat,False
005631.jpg,bus person,False
005636.jpg,horse person,False
005637.jpg,bird,False
005639.jpg,bicycle person,False
005640.jpg,car,True
005641.jpg,dog sofa pottedplant tvmonitor,True
005644.jpg,person,False
005645.jpg,car person,True
005647.jpg,sofa chair diningtable,True
005648.jpg,person,False
005652.jpg,person bicycle motorbike,True
005653.jpg,cow person,True
005654.jpg,train,False
005655.jpg,aeroplane,True
005657.jpg,person,True
005658.jpg,bus person,False
005660.jpg,train person,True
005662.jpg,chair person bottle diningtable,True
005664.jpg,person,True
005668.jpg,dog,False
005669.jpg,car bus person,False
005672.jpg,bottle chair person diningtable,True
005674.jpg,bird,True
005676.jpg,pottedplant,True
005679.jpg,car,True
005680.jpg,train person,False
005682.jpg,person pottedplant,True
005685.jpg,train,True
005686.jpg,chair diningtable,False
005687.jpg,diningtable pottedplant chair,True
005693.jpg,person dog,True
005695.jpg,person,False
005696.jpg,dog,True
005697.jpg,sofa chair,False
005699.jpg,boat,False
005700.jpg,horse person,False
005701.jpg,sofa chair,True
005702.jpg,bicycle person,True
005704.jpg,diningtable person,False
005705.jpg,boat,False
005710.jpg,chair diningtable,False
005713.jpg,boat,False
005714.jpg,boat person,True
005715.jpg,cat,False
005716.jpg,person,True
005718.jpg,chair,False
005719.jpg,diningtable person,True
005723.jpg,tvmonitor chair sofa,True
005728.jpg,person cow horse,False
005729.jpg,motorbike person,True
005730.jpg,chair,False
005731.jpg,bus person,False
005732.jpg,horse person,True
005735.jpg,train,False
005736.jpg,motorbike,True
005738.jpg,car person,False
005740.jpg,bird person,False
005741.jpg,horse person,True
005742.jpg,boat,False
005743.jpg,dog sofa,True
005747.jpg,car person,True
005749.jpg,car,True
005752.jpg,sofa dog,False
005755.jpg,sofa,True
005756.jpg,car,False
005757.jpg,bicycle person,False
005760.jpg,car,True
005761.jpg,person,True
005762.jpg,pottedplant,True
005764.jpg,person,False
005765.jpg,person,False
005768.jpg,bicycle person,True
005769.jpg,cat,False
005773.jpg,person chair,True
005779.jpg,dog sofa,True
005780.jpg,person,False
005781.jpg,bird,True
005782.jpg,car,False
005783.jpg,motorbike,False
005784.jpg,chair person,False
005786.jpg,person,False
005788.jpg,sofa person,True
005789.jpg,dog sofa,False
005790.jpg,diningtable person,True
005791.jpg,car motorbike,True
005794.jpg,sofa chair diningtable pottedplant cat,True
005796.jpg,person tvmonitor,False
005799.jpg,tvmonitor person,True
005803.jpg,diningtable,False
005805.jpg,bird,False
005806.jpg,car,False
005811.jpg,person chair,True
005812.jpg,dog,True
005813.jpg,pottedplant,False
005814.jpg,tvmonitor person bottle,False
005815.jpg,train car,True
005817.jpg,pottedplant,False
005818.jpg,person,True
005819.jpg,cat,True
005821.jpg,pottedplant chair,False
005824.jpg,person,False
005825.jpg,boat,True
005826.jpg,person,False
005828.jpg,aeroplane,True
005829.jpg,person,True
005830.jpg,car,True
005831.jpg,car,False
005836.jpg,person,False
005838.jpg,cat,False
005839.jpg,car,True
005840.jpg,person,False
005841.jpg,cow,True
005843.jpg,cow,False
005845.jpg,cat person,True
005850.jpg,cat person,False
005851.jpg,train,False
005852.jpg,tvmonitor person,True
005853.jpg,train,True
005854.jpg,bird,True
005856.jpg,tvmonitor person,True
005859.jpg,person,False
005860.jpg,boat,False
005861.jpg,car,False
005863.jpg,person chair,True
005864.jpg,sofa chair,False
005867.jpg,tvmonitor chair,False
005868.jpg,car,True
005873.jpg,dog person,False
005874.jpg,sofa pottedplant,True
005875.jpg,motorbike,True
005877.jpg,horse,True
005878.jpg,motorbike,True
005879.jpg,cat,True
005881.jpg,person,False
005884.jpg,motorbike person,False
005885.jpg,person,False
005888.jpg,dog,False
005889.jpg,person,False
005893.jpg,train,False
005894.jpg,pottedplant,True
005895.jpg,aeroplane,False
005897.jpg,car,True
005899.jpg,dog car,False
005901.jpg,cat,False
005903.jpg,train person,False
005905.jpg,person,False
005906.jpg,bus person,True
005908.jpg,person bottle,False
005909.jpg,bird,False
005910.jpg,bird person,False
005911.jpg,bus,False
005912.jpg,bird,True
005914.jpg,boat,True
005917.jpg,chair cat,True
005918.jpg,car,False
005919.jpg,bottle person diningtable pottedplant,True
005920.jpg,sofa diningtable chair,False
005923.jpg,bicycle person chair sofa pottedplant tvmonitor,False
005928.jpg,motorbike person,True
005930.jpg,bicycle person,False
005938.jpg,chair person,False
005940.jpg,person,True
005947.jpg,sheep,False
005948.jpg,dog horse person,False
005951.jpg,motorbike person,False
005952.jpg,aeroplane,True
005954.jpg,cat,True
005956.jpg,car person,True
005960.jpg,cat,False
005961.jpg,bus person,False
005963.jpg,chair,True
005964.jpg,sheep,False
005968.jpg,dog,True
005970.jpg,cat,True
005971.jpg,person,False
005975.jpg,aeroplane person,True
005979.jpg,car person,True
005980.jpg,cat,False
005981.jpg,cow,True
005983.jpg,bird,False
005984.jpg,dog sofa person,False
005985.jpg,pottedplant person,True
005988.jpg,dog person car,True
005989.jpg,motorbike person,True
005990.jpg,motorbike person,False
005991.jpg,pottedplant person,True
005992.jpg,sofa person dog,False
005995.jpg,train,True
005996.jpg,motorbike,True
005998.jpg,car,True
006000.jpg,chair tvmonitor,True
006001.jpg,train,True
006004.jpg,chair person,False
006005.jpg,person chair,True
006009.jpg,car,False
006011.jpg,car person,False
006012.jpg,bird,True
006018.jpg,bus car,True
006020.jpg,sofa chair,False
006023.jpg,train,False
006025.jpg,aeroplane,False
006026.jpg,cat dog,True
006027.jpg,chair,True
006028.jpg,bicycle person,True
006029.jpg,tvmonitor person pottedplant chair sofa dog,True
006030.jpg,chair diningtable,False
006033.jpg,person,False
006035.jpg,car,True
006038.jpg,car motorbike person,False
006041.jpg,tvmonitor person sofa,True
006042.jpg,dog,True
006043.jpg,car person,False
006045.jpg,chair sofa,True
006046.jpg,boat,True
006055.jpg,chair,True
006058.jpg,car,True
006061.jpg,cat bottle tvmonitor,False
006062.jpg,car,True
006065.jpg,dog,False
006066.jpg,sofa chair tvmonitor,False
006067.jpg,aeroplane,False
006069.jpg,pottedplant cat,True
006070.jpg,bird,False
006071.jpg,motorbike person,True
006073.jpg,cow person,False
006074.jpg,tvmonitor,False
006078.jpg,tvmonitor chair,False
006079.jpg,boat car,False
006084.jpg,cat,True
006088.jpg,chair sofa pottedplant,False
006089.jpg,car,True
006091.jpg,bird,False
006095.jpg,cow horse person,False
006096.jpg,bus,False
006097.jpg,car,True
006098.jpg,boat bird,True
006100.jpg,sofa pottedplant chair dog,False
006103.jpg,car person,False
006104.jpg,sofa person car,False
006105.jpg,cat,False
006107.jpg,train,True
006108.jpg,bird,True
006111.jpg,cow,True
006117.jpg,person,True
006120.jpg,motorbike car,True
006123.jpg,boat,False
006124.jpg,car,True
006125.jpg,cat sofa,True
006128.jpg,car person sheep,False
006129.jpg,aeroplane,True
006130.jpg,sofa person,False
006131.jpg,tvmonitor,False
006133.jpg,car person,True
006134.jpg,horse,False
006135.jpg,train,False
006136.jpg,sheep,True
006139.jpg,dog,True
006140.jpg,diningtable person,False
006141.jpg,bottle,False
006146.jpg,bicycle,True
006148.jpg,cow person,True
006150.jpg,person,True
006151.jpg,horse person car,True
006153.jpg,train,True
006156.jpg,person,False
006158.jpg,tvmonitor person sofa,False
006159.jpg,pottedplant,True
006161.jpg,diningtable person,True
006162.jpg,aeroplane,False
006163.jpg,person,True
